SIDO_NM,SGG_NM,ITS_BRO_NM,In/Out_Type(1/0),SEASON_SPRING,SEASON_SUMMER,SEASON_AUTUMN,SEASON_WINTER,레저/스포츠,전통/역사,감성/체험거리,조망/전망,자연물,문화시설감상,자연_조망_결합,자연_역사_결합,자연_레저_결합,자연_체험_결합,역사_문화_결합,레저_체험_결합,조망_체험_결합,조망_역사_결합,cluster
충청남도,금산군,금산세계인삼축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청북도,충주시,충주온천사우나,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청북도,증평군,증평인삼골축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,군산시,초원사진관,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,수원시 팔달구,수원역로데오거리,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,정읍시,정읍구절초꽃축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,김천시,김천온천니아,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,울진군,덕구온천스파월드,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,신안군,섬겨울꽃축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,양평군,양평빙어축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
부산광역시,연제구,부산시청들락날락,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
인천광역시,중구,월미도,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
인천광역시,계양구,키위스파랜드,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,거제시,거제해수보양온천,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,양평군,양평빙송어축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,수원시 장안구,정자동중심상가,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,장성군,장성황룡강홍길동무꽃길축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,정읍시,정읍벚꽃축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,연천군,동막골유황천,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,상주시,상주곶감축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,하동군,하동북천코스모스메밀꽃축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,정읍시,허브원라벤더&코스모스축제,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,문경시,문경종합온천,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,강진군,금곡사벚꽃삼십리길축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,고흥군,고흥유자축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,양양군,오색온천,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,횡성군,횡성한우축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,합천군,고스트파크어웨이크,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,영주시,영주온천랜드,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,포항시 남구,구룡포일본인가옥거리,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
대전광역시,동구,대청호벚꽃축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,산청군,지리산산청곶감축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,거제시,거제정글돔,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,거창군,가조온천관광지,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
인천광역시,남동구,로데오거리,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,창원시 마산합포구,마산가고파국화축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,보성군,율포해수녹차온천탕,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청북도,충주시,능암온천랜드,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,담양군,담양온천,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,장수군,장수온천,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,장수군,레드푸드페스티벌,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,김제시,김제지평선축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
서울특별시,마포구,홍대클럽거리,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,평창군,평창송어축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,나주시,나주영산강축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,하동군,하동북천꽃양귀비축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,안동시,안동학가산온천,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,안성시,웰컴투동막골안성빙어축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,성주군,성주별고을온천,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,부천시 원미구,원미산진달래축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,진안군,진안홍삼스파,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,상주시,명주테마공원,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,의성군,의성산수유마을꽃맞이행사,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청북도,영동군,대한민국와인축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,창원시 의창구,창원의집,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
부산광역시,동래구,허심청,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,태안군,태안세계튤립꽃박람회,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,청도군,청도용암웰빙스파,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,화순군,도곡온천단지,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,예산군,덕산싸이판온천,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,홍성군,홍성남당항새조개축제,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,순창군,순창장류축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청북도,청주시 상당구,용암광장,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,이천시,이천설봉온천랜드,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,창녕군,부곡온천,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청북도,청주시 흥덕구,운리단길,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청북도,제천시,청풍호벚꽃축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,태백시,태백해바라기축제,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,진안군,진안홍삼축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,예산군,예산맥주페스티벌,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청북도,영동군,영동포도축제,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,순창군,강천힐링스파,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,성주군,성주참외&생명문화축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
울산광역시,남구,공업탑,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,창원시 의창구,마금산원탕보양온천,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
부산광역시,해운대구,해리단길,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,영광군,영광불갑산상사화축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,인제군,필례게르마늄온천,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,춘천시,월드온천24,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,하동군,화개장터벚꽃축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,구례군,구례산수유꽃축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
부산광역시,부산진구,삼광사연등축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,광양시,광양와인동굴,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,평창군,평창백일홍축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,영천시,사일온천,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,이천시,예스파크,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,함안군,강주해바라기축제,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,수원시 팔달구,나혜석거리,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
부산광역시,기장군,죽성드림세트장,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,영암군,월출산국화축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,화천군,얼음나라화천산천어축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,진도군,진도신비의바닷길,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,홍성군,거북이마을수선화축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
광주광역시,동구,충장로,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,논산시,논산강경구락부,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,담양군,메타프로방스,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,삼척시,가곡유황온천,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
인천광역시,강화군,강화도왕방마을얼음축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
서울특별시,강남구,신사동가로수길,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,청송군,청송솔기온천,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,부여군,부여서동연꽃축제,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청북도,청주시 서원구,청주온천스파피아,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,논산시,논산딸기축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,영암군,영암왕인문화축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,거창군,감악산꽃&별여행,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,공주시,겨울공주군밤축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,홍성군,홍성남당항대하축제,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,가평군,청평설빙송어빙어축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
부산광역시,동구,차이나타운,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,고창군,석정온천휴스파,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,순창군,순창떡볶이페스타,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,안동시,암산안전체험유원지,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,화순군,화순고인돌가을꽃축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
부산광역시,중구,BIFF광장,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청북도,청주시 청원구,청원생명축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,고창군,고창벚꽃축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,화성시,율암온천숯가마테마파크,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
서울특별시,노원구,노원문화의거리,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
울산광역시,울주군,와우쥬본점,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,평창군,대관령눈꽃축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,영양군,영양꽁꽁겨울축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,거창군,백두산천지온천,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,양산시,원동매화축제(원동주말장터),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,고령군,고령대가야축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,봉화군,봉화은어축제,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,강진군,강진청자축제,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,청송군,청송사과축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
대구광역시,중구,동성로,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
부산광역시,영도구,태종대온천,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,안동시,안동암산얼음축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,칠곡군,칠곡도개온천,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,양구군,청춘양구곰취축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
대구광역시,달서구,수목원생활온천,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,청송군,스노벨청송솔샘온천,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,청양군,명품칠갑산얼음분수축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
인천광역시,동구,배다리헌책방거리,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,산청군,산청한방약초축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청북도,옥천군,옥천묘목축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,함양군,함양산삼축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,창녕군,창녕낙동강유채축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,영주시,영주풍기인삼축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,장흥군,정남진장흥물축제,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,여주시,여주흥천남한강벚꽃축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,고창군,고창핑크뮬리축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,신안군,신안섬튤립축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,광양시,광양매화축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,논산시,미스터션샤인촬영지(선샤인랜드),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,문경시,문경사과축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
서울특별시,마포구,홍익문화공원,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
서울특별시,종로구,청계천,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,순천시,유림스파랜드,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,임실군,임실N치즈축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,홍성군,홍성글로벌바비큐페스티벌,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
대구광역시,군위군,리틀포레스트촬영지,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청북도,보은군,보은대추축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,고성군,경남고성공룡세계엑스포,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,인제군,인제가을꽃축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
인천광역시,옹진군,영흥도,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
부산광역시,해운대구,센텀시티스파랜드,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,임실군,임실산타축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,강진군,강진만춤추는갈대축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,화천군,화천토마토축제,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,포천시,포천백운계곡동장군축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,김제시,쿰다스파랜드,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,강진군,강진수국길축제,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,고창군,고창청보리밭축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,삼척시,삼척맹방유채꽃축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,통영시,통영어부장터,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,진주시,진주남강유등축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,김해시,김해봉리단길,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,서천군,서천동백꽃주꾸미축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,아산시,온양온천랜드,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,남양주시,스파디움24,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,의령군,의령리치리치페스티벌,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청북도,증평군,증평자전거공원,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,예천군,예천온천,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
대구광역시,중구,김광석다시그리기길,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
대전광역시,중구,으능정이문화거리,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,익산시,익산교도소세트장,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,고성군,고성하늬라벤더팜라벤더축제,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,보성군,득량역추억의거리,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청북도,보은군,보은벚꽃길축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,양평군,세미원,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,양주시,양주눈꽃축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
부산광역시,사상구,낙동강정원벚꽃축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,영양군,영양산나물축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,장성군,장성황룡강가을꽃축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,가평군,쁘띠프랑스,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,아산시,피나클랜드,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,보령시,보령머드축제,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상남도,창원시 진해구,진해군항제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
인천광역시,부평구,부평테마의거리,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전북특별자치도,무주군,무주반딧불축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,함평군,함평나비대축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,의성군,탑산약수온천,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
제주특별자치도,서귀포시,산방산탄산온천,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,홍천군,홍천강꽁꽁축제,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
충청남도,계룡시,계룡군문화축제,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
강원특별자치도,양양군,양리단길,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
서울특별시,중랑구,서울장미축제,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
전라남도,곡성군,곡성세계장미축제,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,평택시,JC어린이공원,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,수원시 장안구,북수원온천,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경상북도,칠곡군,휴온천,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,안양시 만안구,안양1번가,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
인천광역시,동구,만석어린이공원,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
경기도,용인시 처인구,로만바스,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4
경기도,과천시,렛츠런파크서울,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4
전북특별자치도,장수군,장수누리파크,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4
경기도,이천시,테르메덴,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4
경상북도,김천시,김천골프랜드,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울특별시,금천구,플랩스타디움가산마리오,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,거제시,거제세븐워터파크,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,안양시 만안구,안양대학교SKY풋살파크,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
부산광역시,북구,화명온천레포츠,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,고성군,아야진해수욕장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청북도,음성군,JA골프클럽,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,의정부시,허니비풋살파크,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,양양군,서피비치,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,고양시 덕양구,충장근린체육공원,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,평창군,휘닉스평창,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,신안군,우전해수욕장,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,수원시 영통구,광교복합체육센터아이스링크,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,예산군,무한천체육공원,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,나주시,포세이돈수상레저,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,김제시,전주실내바다낚시터,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
대구광역시,군위군,칼레이트CC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,목포시,목포국제축구센터,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,양주시,양주팬텀실내풋살장,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,통영시,스카이라인루지통영,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,하동군,옥종불소유황천,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
인천광역시,중구,클럽72CC바다코스,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
